shopper_id,trip_id,choice,price.heinz,price.hunts,price.delmonte,price.stb,southeast
397,1,heinz,0.99,1.39,1.49,0.89,0
398,1,heinz,1.39,1.39,0.99,0.79,0
398,2,hunts,1.46,1.43,0.99,0.75,0
399,1,hunts,1.46,1.53,1.46,0.95,1
400,1,heinz,1.39,1.36,1.39,0.95,1
400,2,hunts,1.46,1.19,1.39,0.79,1
400,3,hunts,1.46,1.29,1.39,0.95,1
401,1,hunts,1.39,1.39,1.45,0.99,1
402,1,heinz,0.99,1.53,1.46,0.95,0
403,1,hunts,1.19,1.29,1.39,0.95,0
403,2,delmonte,1.39,1.39,1.39,0.89,0
404,1,heinz,1.46,1.43,0.99,0.75,0
405,1,hunts,1.19,1.39,1.49,0.89,1
405,2,hunts,1.39,0.89,1.39,0.95,1
406,1,heinz,1.39,0.89,1.39,0.95,0
406,2,heinz,1.19,1.29,1.46,0.95,0
406,3,heinz,1.46,1.49,1.46,0.95,0
406,4,heinz,1.46,1.19,1.46,0.95,0
406,5,heinz,1.39,1.39,1.49,0.89,0
406,6,heinz,1.46,1.29,1.49,0.95,0
406,7,hunts,1.39,0.89,1.39,0.95,0
407,1,heinz,1.19,1.36,1.39,0.95,0
408,1,heinz,0.99,1.49,1.49,0.89,0
408,2,delmonte,1.19,1.39,1.49,0.89,0
408,3,delmonte,1.19,1.53,1.47,0.95,0
408,4,stb,1.39,1.39,1.49,0.89,0
408,5,stb,1.39,0.89,1.39,0.89,0
408,6,stb,1.39,0.89,1.39,0.95,0
408,7,stb,1.46,1.43,1.45,0.99,0
409,1,heinz,1.19,1.49,1.49,0.95,0
410,1,heinz,0.99,1.39,1.49,0.89,0
410,2,heinz,1.39,1.36,1.39,0.95,0
410,3,heinz,1.46,1.43,1.45,0.99,0
410,4,stb,1.46,1.43,1.49,0.79,0
410,5,stb,1.46,1.43,1.45,0.99,0
410,6,stb,1.46,1.43,1.45,0.99,0
411,1,heinz,0.99,1.49,1.29,0.99,0
411,2,heinz,0.99,1.39,1.49,0.89,0
411,3,heinz,1.19,1.43,1.46,0.75,0
411,4,stb,1.46,1.43,0.99,0.75,0
412,1,heinz,0.99,1.39,1.49,0.89,0
412,2,heinz,1.19,1.49,1.49,0.95,0
412,3,heinz,0.99,1.53,1.46,0.95,0
412,4,heinz,1.46,1.43,1.46,0.79,0
412,5,hunts,1.19,1.29,1.49,0.95,0
413,1,heinz,1.19,1.36,1.39,0.95,0
414,1,heinz,0.99,1.53,1.49,0.95,1
414,2,hunts,1.46,1.53,1.49,0.95,1
414,3,stb,1.46,1.19,1.49,0.79,1
415,1,stb,1.39,1.39,1.49,0.89,0
416,1,heinz,1.19,1.39,1.49,0.89,0
416,2,heinz,0.99,1.36,1.49,0.95,0
416,3,heinz,1.19,1.49,1.49,0.95,0
417,1,heinz,1.19,1.36,1.39,0.95,0
418,1,heinz,0.99,1.39,1.49,0.89,0
418,2,delmonte,1.19,1.39,1.49,0.89,0
418,3,stb,1.19,1.36,1.39,0.95,0
419,1,heinz,1.46,1.43,0.99,0.75,0
420,1,delmonte,1.46,1.43,0.89,0.99,0
421,1,hunts,1.46,1.29,1.49,0.95,1
422,1,heinz,1.39,1.39,1.49,0.89,0
422,2,heinz,1.19,1.39,1.49,0.89,0
422,3,delmonte,1.39,1.39,1.39,0.89,0
422,4,delmonte,0.99,1.36,1.39,0.95,0
422,5,delmonte,1.46,1.29,1.39,0.95,0
423,1,heinz,1.19,1.36,1.39,0.95,0
424,1,heinz,0.99,1.39,1.49,0.89,0
424,2,heinz,1.46,1.43,0.99,0.75,0
424,3,heinz,1.29,1.39,1.45,0.79,0
424,4,heinz,1.39,1.39,1.49,0.89,0
424,5,heinz,1.46,1.43,1.45,0.99,0
425,1,heinz,0.99,1.53,1.46,0.95,0
425,2,heinz,0.79,1.43,1.46,0.99,0
425,3,heinz,0.99,1.39,1.46,0.99,0
426,1,hunts,1.39,0.79,1.45,0.79,1
427,1,heinz,0.79,1.43,1.45,0.99,0
428,1,heinz,0.99,1.39,1.49,0.89,0
429,1,heinz,0.99,1.39,1.49,0.89,0
429,2,heinz,1.46,1.19,1.46,0.95,0
430,1,heinz,1.19,1.36,1.39,0.95,0
430,2,heinz,1.47,1.43,1.45,0.99,0
430,3,hunts,0.99,1.43,1.49,0.99,0
431,1,heinz,1.39,1.49,1.49,0.89,0
431,2,heinz,0.99,1.39,1.49,0.89,0
432,1,heinz,0.99,1.36,1.39,0.95,0
432,2,heinz,1.19,1.39,1.49,0.89,0
432,3,heinz,1.39,1.36,1.39,0.95,0
433,1,hunts,1.39,0.89,1.39,0.95,1
434,1,heinz,1.19,0.89,1.49,0.95,0
434,2,heinz,1.19,1.19,1.46,0.95,0
434,3,stb,0.99,1.39,1.49,0.89,0
434,4,stb,1.39,1.39,1.49,0.89,0
435,1,heinz,1.46,1.43,0.99,0.75,0
436,1,heinz,1.19,1.39,1.49,0.99,0
437,1,stb,1.46,1.53,1.49,0.95,0
438,1,delmonte,1.46,1.43,0.99,0.99,0
439,1,hunts,1.46,1.29,1.49,0.95,1
440,1,heinz,1.19,1.53,1.49,0.95,0
440,2,heinz,0.99,1.53,1.49,0.95,0
440,3,heinz,1.46,1.43,1.49,0.75,0
440,4,stb,1.19,1.39,1.49,0.89,0
440,5,stb,1.19,1.36,1.39,0.95,0
440,6,stb,1.39,1.36,1.49,0.89,0
440,7,stb,1.46,1.19,1.49,0.95,0
440,8,stb,1.46,1.43,1.49,0.99,0
440,9,stb,1.46,1.43,1.49,0.75,0
441,1,heinz,1.19,1.36,1.49,0.95,0
442,1,stb,1.39,0.79,1.49,0.95,0
443,1,stb,1.46,1.29,1.39,0.95,0
444,1,hunts,1.19,1.29,1.49,0.95,1
444,2,hunts,1.19,1.19,1.46,0.95,1
445,1,heinz,0.99,1.49,1.29,0.99,0
445,2,heinz,1.19,1.39,1.49,0.89,0
445,3,heinz,1.39,1.36,1.49,0.95,0
445,4,heinz,0.99,1.53,1.46,0.95,0
445,5,hunts,1.19,0.89,1.49,0.89,0
445,6,delmonte,1.29,1.39,1.45,0.79,0
445,7,stb,1.46,1.43,1.46,0.79,0
446,1,stb,1.46,1.43,1.49,0.79,0
446,2,stb,1.39,1.39,1.49,0.89,0
446,3,stb,1.19,1.29,1.46,0.95,0
447,1,heinz,1.19,1.49,1.49,0.95,0
448,1,hunts,1.39,0.79,1.39,0.95,1
449,1,heinz,0.79,1.43,1.45,0.99,0
449,2,stb,1.19,1.36,1.49,0.95,0
450,1,stb,1.46,1.36,1.46,0.95,0
451,1,delmonte,1.46,1.43,0.99,0.99,0
451,2,stb,1.39,1.43,1.45,0.99,0
452,1,heinz,1.19,1.53,1.47,0.95,0
452,2,heinz,1.46,1.43,1.45,0.99,0
452,3,delmonte,0.99,0.89,1.39,0.89,0
453,1,heinz,1.39,1.49,1.49,0.89,0
453,2,stb,1.19,1.39,1.49,0.89,0
454,1,heinz,0.79,1.43,1.45,0.99,0
454,2,delmonte,1.19,1.29,1.49,0.95,0
455,1,stb,1.46,1.43,0.99,0.75,0
456,1,stb,1.46,1.43,1.49,0.79,0
457,1,hunts,1.39,0.79,1.39,0.95,1
457,2,stb,1.19,1.39,1.49,0.89,1
457,3,stb,1.46,1.19,1.46,0.95,1
457,4,stb,0.99,1.43,1.49,0.75,1
458,1,stb,0.99,1.39,1.49,0.89,0
459,1,heinz,1.46,1.44,1.46,0.79,0
459,2,heinz,0.99,1.36,1.39,0.95,0
460,1,hunts,1.46,1.43,1.45,0.99,1
461,1,heinz,0.99,1.36,1.49,0.95,0
461,2,heinz,1.46,1.43,0.99,0.75,0
461,3,hunts,1.19,0.89,1.49,0.89,0
461,4,hunts,1.39,0.89,1.49,0.95,0
462,1,stb,1.46,1.43,1.45,0.99,0
462,2,stb,1.46,1.53,1.49,0.95,0
462,3,stb,0.99,1.53,1.49,0.95,0
462,4,stb,1.47,1.43,0.99,0.99,0
463,1,heinz,1.46,1.43,1.45,0.99,1
463,2,heinz,1.39,1.43,1.45,0.99,1
463,3,heinz,0.79,1.43,1.46,0.99,1
463,4,hunts,1.46,1.29,1.39,0.95,1
463,5,hunts,1.46,1.44,1.49,0.95,1
463,6,hunts,1.46,1.19,1.49,0.95,1
463,7,stb,1.46,1.43,1.49,0.75,1
464,1,hunts,1.19,1.29,1.46,0.95,1
465,1,heinz,1.39,0.89,1.39,0.99,0
466,1,heinz,0.99,1.39,1.49,0.89,0
466,2,heinz,0.79,1.43,1.45,0.99,0
466,3,heinz,0.79,1.43,1.45,0.99,0
466,4,hunts,1.39,0.89,1.39,0.89,0
466,5,stb,1.46,1.44,1.46,0.95,0
467,1,heinz,0.99,1.49,1.29,0.99,0
468,1,delmonte,0.99,1.49,1.46,0.95,0
469,1,heinz,1.19,1.39,1.49,0.89,0
469,2,heinz,0.99,1.36,1.39,0.95,0
469,3,heinz,1.46,1.53,1.49,0.95,0
469,4,heinz,1.46,1.43,1.49,0.99,0
469,5,heinz,0.79,1.43,1.45,0.99,0
469,6,delmonte,1.46,1.43,0.89,0.99,0
470,1,heinz,0.99,1.49,1.39,0.89,0
470,2,heinz,0.99,1.39,1.49,0.89,0
471,1,heinz,0.99,1.36,1.49,0.95,0
472,1,hunts,1.39,0.79,1.49,0.95,1
473,1,heinz,0.99,1.49,1.39,0.89,0
473,2,heinz,0.99,1.49,1.39,0.89,0
473,3,heinz,0.99,1.39,1.49,0.89,0
473,4,heinz,0.99,1.36,1.39,0.95,0
473,5,heinz,0.99,1.49,1.46,0.95,0
473,6,heinz,1.46,1.53,1.49,0.95,0
473,7,hunts,1.39,1.36,1.39,0.95,0
474,1,heinz,1.19,1.36,1.39,0.95,0
475,1,hunts,1.39,0.79,1.39,0.95,1
476,1,delmonte,1.39,1.39,1.49,0.89,0
476,2,delmonte,1.39,1.39,1.49,0.89,0
477,1,heinz,1.39,1.36,1.39,0.95,0
477,2,hunts,1.39,0.89,1.39,0.89,0
477,3,delmonte,1.39,0.89,1.49,0.89,0
478,1,heinz,0.99,1.39,1.49,0.89,0
479,1,stb,1.39,1.39,1.49,0.89,0
479,2,stb,1.19,1.39,1.49,0.89,0
479,3,stb,1.19,1.39,1.49,0.89,0
479,4,stb,1.19,1.39,1.49,0.89,0
480,1,stb,1.19,1.29,1.39,0.95,0
481,1,stb,1.39,1.39,1.49,0.89,0
482,1,hunts,1.19,1.36,1.39,0.95,1
482,2,stb,1.39,1.39,1.49,0.89,1
483,1,heinz,1.46,1.29,1.49,0.95,0
484,1,hunts,1.39,0.89,1.39,0.95,1
484,2,hunts,1.46,0.99,1.46,0.95,1
485,1,heinz,1.19,1.36,1.39,0.95,0
485,2,hunts,1.19,1.29,1.49,0.95,0
485,3,hunts,1.19,1.19,1.47,0.79,0
485,4,delmonte,1.39,1.49,1.49,0.89,0
486,1,stb,1.19,1.19,1.46,0.95,0
487,1,heinz,0.99,1.49,1.29,0.99,0
487,2,heinz,1.19,1.19,1.46,0.95,0
487,3,heinz,1.39,1.36,1.39,0.89,0
487,4,heinz,1.39,0.79,1.39,0.95,0
487,5,heinz,1.39,1.36,1.47,0.95,0
487,6,heinz,1.19,1.36,1.47,0.95,0
487,7,heinz,1.46,1.36,1.47,0.95,0
487,8,heinz,1.19,1.53,1.47,0.95,0
487,9,heinz,0.99,1.53,1.47,0.99,0
487,10,heinz,0.79,1.53,1.45,0.99,0
487,11,stb,1.39,1.39,0.99,0.79,0
487,12,stb,1.46,1.53,1.47,0.95,0
487,13,stb,1.46,1.53,1.45,0.75,0
487,14,stb,1.46,1.53,1.45,0.75,0
487,15,stb,1.46,1.53,1.45,0.99,0
487,16,stb,1.46,1.53,1.45,0.99,0
488,1,heinz,0.99,1.49,1.49,0.89,0
488,2,heinz,1.19,1.39,1.49,0.89,0
489,1,heinz,1.19,1.39,1.49,0.89,0
489,2,heinz,1.46,1.36,1.39,0.95,0
490,1,hunts,1.39,0.89,1.39,0.99,1
490,2,stb,1.39,1.39,1.49,0.89,1
490,3,stb,1.46,1.44,1.46,0.79,1
490,4,stb,1.46,1.19,1.46,0.79,1
490,5,stb,1.46,1.36,1.39,0.95,1
491,1,stb,1.19,1.39,1.49,0.89,0
491,2,stb,1.39,1.36,1.49,0.99,0
492,1,hunts,1.19,1.19,1.46,0.95,1
492,2,stb,1.39,1.39,1.49,0.89,1
493,1,heinz,1.39,1.39,1.49,0.89,0
493,2,heinz,1.39,0.89,1.39,0.95,0
493,3,heinz,1.39,1.36,1.39,0.95,0
493,4,heinz,1.39,1.36,1.39,0.95,0
493,5,heinz,1.46,1.53,1.49,0.95,0
493,6,heinz,1.46,1.53,1.49,0.95,0
493,7,heinz,1.46,1.43,1.49,0.99,0
493,8,heinz,1.29,1.39,1.45,0.99,0
493,9,heinz,1.46,1.53,1.47,0.99,0
494,1,heinz,1.39,1.39,1.49,0.89,0
495,1,heinz,1.19,1.36,1.39,0.95,0
495,2,heinz,0.99,1.43,1.46,0.99,0
496,1,heinz,0.99,1.49,1.39,0.89,0
496,2,heinz,1.19,1.39,1.49,0.89,0
496,3,heinz,0.99,1.39,1.49,0.89,0
496,4,heinz,1.19,1.29,1.39,0.95,0
497,1,heinz,0.99,1.49,1.49,0.89,0
497,2,hunts,1.46,1.43,1.46,0.79,0
498,1,stb,1.39,1.39,1.49,0.89,0
499,1,heinz,0.99,1.49,1.49,0.99,0
499,2,stb,1.39,1.39,1.49,0.89,0
500,1,heinz,1.19,1.36,1.47,0.95,0
501,1,heinz,1.19,1.49,1.49,0.95,0
502,1,heinz,0.99,1.49,1.39,0.89,0
502,2,heinz,0.99,1.49,1.39,0.89,0
502,3,heinz,1.39,0.79,1.39,0.95,0
502,4,heinz,0.99,1.49,1.46,0.95,0
502,5,heinz,0.99,1.53,1.49,0.95,0
502,6,heinz,0.79,1.43,1.45,0.99,0
502,7,stb,1.19,1.39,1.49,0.99,0
502,8,stb,1.46,1.53,1.49,0.95,0
502,9,stb,0.99,1.43,1.49,0.75,0
502,10,stb,1.47,1.43,1.45,0.99,0
503,1,heinz,0.99,1.49,1.39,0.89,0
503,2,heinz,1.19,1.39,1.49,0.99,0
503,3,heinz,1.19,0.89,1.39,0.95,0
503,4,stb,0.99,1.39,1.49,0.89,0
503,5,stb,1.46,1.44,1.46,0.79,0
504,1,heinz,1.39,1.39,1.49,0.99,0
504,2,heinz,1.39,0.89,1.39,0.95,0
504,3,delmonte,1.46,1.43,0.89,0.99,0
505,1,heinz,1.39,1.36,1.39,0.95,1
505,2,heinz,1.39,0.89,1.39,0.95,1
505,3,heinz,1.39,1.36,1.39,0.95,1
505,4,heinz,1.46,1.36,1.39,0.95,1
505,5,hunts,1.46,1.29,1.39,0.95,1
505,6,hunts,1.46,1.49,1.49,0.95,1
505,7,hunts,1.46,1.43,1.49,0.99,1
505,8,hunts,1.46,1.43,0.89,0.99,1
505,9,hunts,1.29,1.39,1.45,0.99,1
506,1,heinz,0.99,1.39,1.49,0.89,0
507,1,hunts,1.39,0.79,1.39,0.95,1
508,1,stb,1.39,1.49,1.49,0.89,0
508,2,stb,0.99,1.39,1.49,0.89,0
508,3,stb,1.39,0.89,1.39,0.95,0
508,4,stb,1.19,1.29,1.39,0.95,0
509,1,hunts,1.19,1.19,1.39,0.79,1
509,2,hunts,0.99,1.29,1.39,0.95,1
510,1,heinz,1.19,1.36,1.39,0.95,0
510,2,heinz,1.47,1.43,1.45,0.99,0
510,3,heinz,1.29,1.39,1.45,0.99,0
510,4,hunts,1.39,0.89,1.39,0.89,0
511,1,hunts,1.46,1.43,1.46,0.99,1
512,1,heinz,1.19,1.39,1.49,0.89,0
512,2,heinz,1.39,1.39,1.39,0.89,0
512,3,hunts,1.46,1.53,1.49,0.95,0
513,1,heinz,0.79,1.43,1.45,0.99,1
513,2,hunts,1.46,1.29,1.46,0.95,1
513,3,hunts,1.47,1.43,1.45,0.99,1
514,1,heinz,1.46,1.53,1.49,0.95,0
515,1,heinz,1.39,1.39,1.49,0.89,0
515,2,heinz,0.99,1.39,1.49,0.89,0
515,3,heinz,1.19,1.53,1.47,0.95,0
515,4,hunts,1.39,0.89,1.39,0.89,0
515,5,stb,1.46,1.43,1.47,0.79,0
516,1,hunts,1.39,0.79,1.45,0.79,1
517,1,heinz,0.99,1.39,1.49,0.89,0
517,2,heinz,1.39,0.89,1.39,0.95,0
517,3,hunts,1.46,1.29,1.39,0.95,0
518,1,hunts,1.39,1.36,1.49,0.95,1
519,1,heinz,1.46,1.43,1.49,0.75,0
520,1,heinz,0.99,1.19,1.46,0.95,0
521,1,hunts,1.39,0.79,1.39,0.95,1
522,1,stb,1.46,1.43,1.45,0.75,0
523,1,heinz,1.46,1.44,1.46,0.95,0
523,2,heinz,0.99,1.43,1.46,0.99,0
524,1,delmonte,0.99,1.36,1.39,0.95,0
525,1,hunts,1.19,1.49,1.29,0.99,1
526,1,heinz,1.46,1.43,1.45,0.99,0
526,2,stb,1.46,1.53,1.47,0.75,0
527,1,heinz,0.99,1.36,1.39,0.95,0
527,2,heinz,0.79,1.43,1.45,0.99,0
528,1,heinz,1.39,1.31,0.99,0.99,0
529,1,stb,1.46,1.43,0.99,0.75,0
530,1,heinz,1.19,1.49,1.39,0.89,0
531,1,heinz,1.19,1.49,1.49,0.95,0
531,2,heinz,1.46,1.44,1.46,0.95,0
531,3,heinz,1.39,1.39,1.45,0.79,0
531,4,heinz,1.39,1.39,0.99,0.79,0
531,5,hunts,1.39,1.36,1.49,0.95,0
531,6,delmonte,1.19,0.89,1.49,0.89,0
532,1,heinz,1.39,0.89,1.39,0.99,0
532,2,heinz,0.99,1.29,1.39,0.95,0
532,3,stb,1.39,1.49,1.49,0.89,0
532,4,stb,1.19,1.29,1.39,0.95,0
533,1,stb,1.46,1.43,1.39,0.75,0
533,2,stb,1.46,1.19,1.49,0.79,0
533,3,stb,1.46,1.43,1.45,0.99,0
534,1,hunts,1.39,0.89,1.39,0.95,1
534,2,stb,1.39,1.36,1.39,0.95,1
535,1,heinz,1.19,1.53,1.47,0.95,0
536,1,hunts,1.46,1.43,0.99,0.75,1
536,2,stb,1.39,1.39,1.49,0.89,1
536,3,stb,1.19,0.89,1.49,0.89,1
537,1,delmonte,0.99,1.39,1.49,0.89,0
538,1,heinz,0.99,1.19,1.46,0.95,0
538,2,heinz,1.39,1.49,1.49,0.89,0
538,3,heinz,0.99,1.39,1.49,0.89,0
538,4,heinz,0.99,1.36,1.39,0.95,0
538,5,hunts,1.46,1.44,1.46,0.79,0
538,6,hunts,1.39,0.79,1.39,0.95,0
538,7,hunts,1.39,0.89,1.39,0.95,0
538,8,hunts,1.46,1.29,1.49,0.95,0
538,9,hunts,1.19,1.53,1.47,0.95,0
538,10,delmonte,0.99,1.39,1.49,0.89,0
539,1,stb,1.39,1.39,1.49,0.89,0
539,2,stb,1.39,1.36,1.39,0.95,0
539,3,stb,1.19,1.49,1.29,0.99,0
540,1,heinz,1.19,0.79,1.49,0.95,0
540,2,heinz,1.19,0.89,1.49,0.95,0
540,3,heinz,0.99,1.36,1.49,0.95,0
540,4,hunts,1.46,1.53,1.46,0.79,0
541,1,heinz,1.19,1.39,1.49,0.89,0
541,2,heinz,1.39,1.36,1.39,0.95,0
541,3,hunts,1.39,0.79,1.39,0.95,0
542,1,heinz,0.79,1.53,1.45,0.99,0
542,2,heinz,1.19,0.89,1.49,0.89,0
543,1,heinz,1.19,1.36,1.39,0.95,0
543,2,heinz,0.99,1.39,1.49,0.89,0
543,3,heinz,0.99,1.39,1.49,0.89,0
543,4,heinz,1.19,0.89,1.49,0.95,0
543,5,heinz,0.99,1.53,1.46,0.95,0
543,6,heinz,0.79,1.43,0.99,0.75,0
543,7,heinz,1.29,1.39,1.45,0.79,0
543,8,heinz,0.99,1.49,1.46,0.95,0
543,9,heinz,0.99,1.49,1.49,0.89,0
543,10,heinz,1.46,1.53,1.47,0.99,0
544,1,heinz,1.19,1.36,1.47,0.95,1
544,2,hunts,1.39,0.89,1.39,0.99,1
544,3,hunts,1.39,0.79,1.39,0.95,1
544,4,stb,1.46,1.53,1.47,0.75,1
544,5,stb,1.19,0.89,1.49,0.89,1
544,6,stb,1.39,1.39,1.49,0.89,1
544,7,stb,1.19,1.39,1.49,0.89,1
544,8,stb,1.39,1.39,1.49,0.89,1
544,9,stb,1.19,1.36,1.39,0.95,1
544,10,stb,1.19,1.29,1.49,0.95,1
544,11,stb,1.46,1.53,1.47,0.75,1
544,12,stb,1.46,1.43,1.47,0.99,1
545,1,hunts,1.39,0.79,1.39,0.95,1
545,2,stb,1.39,1.39,1.49,0.89,1
546,1,heinz,1.19,1.36,1.39,0.95,0
547,1,stb,1.19,1.36,1.39,0.95,0
548,1,hunts,1.46,1.53,1.46,0.95,1
549,1,stb,1.39,1.39,1.49,0.89,0
550,1,heinz,1.39,1.39,1.49,0.89,0
550,2,heinz,1.19,1.49,1.49,0.95,0
550,3,hunts,1.19,0.89,1.49,0.95,0
550,4,hunts,1.19,1.43,1.46,0.99,0
551,1,heinz,1.19,1.36,1.39,0.95,0
551,2,stb,1.39,1.49,1.49,0.89,0
551,3,stb,1.19,1.36,1.39,0.95,0
551,4,stb,1.46,1.19,1.39,0.79,0
551,5,stb,1.46,1.29,1.39,0.95,0
551,6,stb,0.99,1.29,1.39,0.95,0
551,7,stb,1.46,1.43,1.45,0.99,0
552,1,heinz,0.99,1.49,1.49,0.89,0
553,1,hunts,1.39,0.89,1.49,0.89,1
554,1,heinz,1.39,0.89,1.39,0.95,0
555,1,stb,1.19,1.39,1.49,0.89,0
556,1,heinz,0.99,1.39,1.49,0.89,0
556,2,stb,0.99,1.39,1.49,0.89,0
557,1,heinz,1.19,1.39,1.49,0.89,0
557,2,heinz,0.99,1.36,1.39,0.95,0
557,3,hunts,1.19,0.89,1.49,0.89,0
558,1,heinz,1.19,1.29,1.39,0.95,0
558,2,heinz,1.46,1.43,1.46,0.79,0
558,3,hunts,1.46,1.53,1.46,0.95,0
558,4,stb,1.46,1.44,1.46,0.79,0
559,1,heinz,0.99,1.39,1.49,0.89,0
559,2,heinz,1.39,1.36,1.39,0.95,0
560,1,delmonte,1.39,1.39,1.49,0.89,0
561,1,heinz,1.19,1.36,1.39,0.95,0
561,2,heinz,1.19,1.36,1.46,0.95,0
561,3,heinz,1.19,1.36,1.46,0.95,0
561,4,heinz,1.19,1.19,1.46,0.79,0
561,5,heinz,1.46,1.53,1.46,0.95,0
561,6,heinz,1.46,1.53,1.46,0.95,0
561,7,heinz,1.46,1.43,1.46,0.99,0
561,8,heinz,1.46,1.43,1.46,0.75,0
561,9,heinz,1.46,1.43,1.46,0.99,0
561,10,heinz,1.46,1.43,1.46,0.99,0
561,11,heinz,0.99,1.43,1.46,0.99,0
561,12,heinz,0.99,1.43,1.46,0.99,0
561,13,heinz,0.99,1.43,1.45,0.99,0
561,14,heinz,0.99,1.43,1.45,0.99,0
561,15,hunts,1.19,1.39,1.49,0.89,0
561,16,hunts,1.39,1.39,1.49,0.89,0
561,17,hunts,1.39,1.36,1.39,0.95,0
561,18,hunts,1.46,1.36,1.46,0.95,0
561,19,hunts,1.46,0.99,1.46,0.95,0
562,1,heinz,0.99,1.49,1.49,0.99,0
562,2,heinz,0.99,1.39,1.49,0.89,0
562,3,heinz,1.19,1.36,1.49,0.95,0
563,1,stb,1.39,1.39,1.49,0.89,0
564,1,heinz,0.99,1.39,1.49,0.89,0
564,2,heinz,1.19,1.36,1.46,0.95,0
564,3,heinz,1.19,1.39,1.49,0.89,0
564,4,hunts,1.39,0.79,1.39,0.95,0
565,1,heinz,0.99,1.39,1.49,0.89,1
565,2,hunts,1.47,1.43,1.45,0.99,1
565,3,stb,1.19,1.39,1.49,0.89,1
565,4,stb,1.46,1.43,1.49,0.79,1
565,5,stb,1.47,1.43,1.45,0.99,1
566,1,stb,1.19,1.36,1.49,0.95,0
567,1,heinz,1.39,1.36,1.39,0.99,0
567,2,heinz,1.19,0.89,1.39,0.95,0
567,3,heinz,1.19,0.89,1.39,0.95,0
567,4,heinz,0.99,1.36,1.39,0.95,0
567,5,heinz,1.46,1.29,1.49,0.95,0
568,1,heinz,0.99,1.19,1.46,0.95,0
568,2,stb,1.39,1.39,1.49,0.89,0
568,3,stb,0.99,1.39,1.49,0.89,0
568,4,stb,0.99,1.43,1.45,0.99,0
569,1,delmonte,1.19,1.49,1.29,0.99,0
569,2,stb,0.99,1.39,1.49,0.89,0
570,1,stb,0.79,1.43,1.45,0.99,0
571,1,hunts,1.46,1.29,1.49,0.95,1
571,2,stb,1.39,0.79,1.39,0.95,1
572,1,heinz,0.99,1.43,1.46,0.99,0
573,1,heinz,1.19,1.39,1.49,0.89,0
573,2,heinz,1.46,1.49,1.46,0.95,0
573,3,stb,1.19,1.36,1.46,0.95,0
573,4,stb,0.99,1.49,1.46,0.95,0
574,1,heinz,1.19,1.29,1.39,0.95,0
574,2,heinz,1.46,1.19,1.46,0.95,0
574,3,heinz,1.46,1.19,1.49,0.79,0
574,4,heinz,0.79,1.43,1.45,0.99,0
575,1,heinz,0.99,1.49,1.49,0.89,0
575,2,heinz,0.99,1.39,1.49,0.89,0
575,3,heinz,0.99,1.36,1.39,0.95,0
576,1,heinz,1.39,1.39,1.49,0.89,0
577,1,heinz,1.19,1.36,1.46,0.95,0
578,1,heinz,0.79,1.43,1.46,0.99,0
579,1,stb,1.46,1.53,1.49,0.95,0
580,1,heinz,1.39,1.36,1.39,0.95,0
580,2,heinz,0.99,1.39,1.49,0.89,0
580,3,heinz,1.19,1.39,1.49,0.89,0
580,4,stb,1.19,1.39,1.49,0.89,0
581,1,heinz,1.19,1.36,1.39,0.95,0
582,1,hunts,1.39,0.89,1.39,0.95,1
583,1,stb,0.99,1.49,1.39,0.89,0
584,1,heinz,0.99,1.36,1.39,0.95,0
585,1,stb,1.39,1.39,1.49,0.89,0
586,1,hunts,0.99,1.29,1.39,0.95,1
586,2,hunts,1.19,1.29,1.49,0.95,1
587,1,heinz,1.39,0.89,1.39,0.95,0
588,1,heinz,1.19,1.29,1.49,0.95,0
588,2,heinz,1.46,1.43,1.45,0.99,0
589,1,heinz,1.46,1.43,0.89,0.99,0
590,1,hunts,1.19,1.29,1.39,0.95,1
591,1,heinz,0.99,1.36,1.39,0.95,0
592,1,heinz,1.39,1.39,1.49,0.89,0
592,2,heinz,1.19,1.36,1.39,0.95,0
592,3,stb,1.46,1.43,1.49,0.99,0
592,4,stb,1.46,1.43,1.47,0.79,0
593,1,hunts,1.39,0.89,1.39,0.95,1
594,1,heinz,1.19,1.39,1.49,0.89,0
594,2,heinz,1.19,1.36,1.49,0.95,0
594,3,heinz,1.19,1.53,1.46,0.79,0
594,4,stb,1.39,1.39,0.99,0.79,0
595,1,heinz,1.19,1.36,1.47,0.95,0
595,2,heinz,1.39,1.49,1.49,0.89,0
596,1,heinz,1.19,1.36,1.49,0.95,0
596,2,heinz,0.99,1.53,1.46,0.95,0
596,3,hunts,1.46,1.29,1.49,0.95,0
597,1,heinz,1.19,1.36,1.39,0.95,0
597,2,heinz,1.19,1.29,1.39,0.95,0
597,3,heinz,1.46,1.49,1.49,0.95,0
597,4,hunts,1.39,0.89,1.39,0.99,0
598,1,hunts,1.39,0.79,1.39,0.95,1
599,1,heinz,0.99,1.43,1.49,0.75,0
599,2,heinz,1.47,1.43,1.45,0.99,0
599,3,heinz,1.39,1.43,1.45,0.99,0
599,4,hunts,1.46,1.43,1.49,0.79,0
600,1,stb,1.46,1.36,1.39,0.95,0
601,1,hunts,1.46,1.29,1.46,0.95,1
601,2,stb,1.19,1.39,1.49,0.89,1
602,1,heinz,1.19,1.39,1.49,0.89,0
602,2,heinz,1.19,1.53,1.47,0.95,0
602,3,stb,1.19,1.39,1.49,0.89,0
602,4,stb,1.19,1.36,1.39,0.95,0
